path,size_bytes,size_human,reason,preview
/etc/console-setup/compose.KOI8-R.inc,32,32 B,distribution reference data,# Compose sequences for KOI8-R
/etc/console-setup/compose.KOI8-U.inc,32,32 B,distribution reference data,# Compose sequences for KOI8-U
/etc/console-setup/compose.TIS-620.inc,33,33 B,distribution reference data,# Compose sequences for TIS-620
/etc/console-setup/compose.VISCII.inc,32,32 B,distribution reference data,# Compose sequences for VISCII
/etc/console-setup/remap.inc,1391,1.4 KB,distribution reference data,# The content of this file will be appended to the keyboard layout. / # The following is an example how to make Alt+j switch to to the next / # console and Alt+k switch to the previous console.
/etc/console-setup/vtrgb,161,161 B,distribution reference data,"1,222,57,255,0,118,44,204,128,255,0,255,0,255,0,255 / 1,56,181,199,111,38,181,204,128,0,255,255,0,0,255,255 / 1,43,74,6,184,113,233,204,128,0,0,0,255,255,255,255"
/etc/console-setup/vtrgb.vga,158,158 B,distribution reference data,"0,170,0,170,0,170,0,170,85,255,85,255,85,255,85,255 / 0,0,170,85,0,0,170,170,85,85,255,255,85,85,255,255 / 0,0,0,0,170,170,170,170,85,85,85,85,255,255,255,255"
/etc/debconf.conf,3052,3.0 KB,distribution reference data,"# This is the main config file for debconf. It tells debconf where to / # store data. The format of this file is a set of stanzas. Each stanza / # except the first sets up a database for debconf to use. For details, see"
/etc/dhcp/debug,1464,1.4 KB,no extractor for this artifact,# / # The purpose of this script is just to show the variables that are / # available to all the scripts in this directory. All these scripts are
/etc/dpkg/dpkg.cfg,459,459 B,distribution reference data,# dpkg configuration file / # / # This file can contain default options for dpkg.  All command-line
/etc/dpkg/origins/debian,85,85 B,distribution reference data,Vendor: Debian / Vendor-URL: http://www.debian.org/ / Bugs: debbugs://bugs.debian.org
/etc/dpkg/origins/ubuntu,118,118 B,distribution reference data,Vendor: Ubuntu / Vendor-URL: http://www.ubuntu.com/ / Bugs: https://bugs.launchpad.net/ubuntu/+filebug
/etc/dpkg/shlibs.default,267,267 B,distribution reference data,# dpkg shlibs defaults file / # / # This file contains shlibs entries that are used as a last resort when
/etc/dpkg/shlibs.override,261,261 B,distribution reference data,"# dpkg shlibs override file / # / # Entries in this file will override all others, only use if you"
/etc/fonts/conf.avail/30-cjk-aliases.conf,16585,16.2 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/64-language-selector-prefer.conf,880,880 B,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-ja.conf,851,851 B,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-zh-cn.conf,1798,1.8 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-zh-hk.conf,1607,1.6 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-zh-mo.conf,1694,1.7 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-zh-sg.conf,1798,1.8 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/69-language-selector-zh-tw.conf,2191,2.1 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/fonts/conf.avail/99-language-selector-zh.conf,1926,1.9 KB,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE fontconfig SYSTEM ""fonts.dtd""> / <fontconfig>"
/etc/groff/man.local,1081,1.1 KB,distribution reference data,".\"" -*- nroff -*- / .\"" / .\"" This file is loaded after an-old.tmac."
/etc/groff/mdoc.local,1075,1.0 KB,distribution reference data,".\"" -*- nroff -*- / .\"" / .\"" This file is loaded after doc.tmac."
/etc/hdparm.conf,4999,4.9 KB,distribution reference data,"## This is the default configuration for hdparm for Debian.  It is a / ## rather simple script, so please follow the following guidelines :) / ## Any line that begins with a comment is ignored - add as many as you"
/etc/iproute2/bpf_pinning,91,91 B,distribution reference data,# / # subpath mappings from mount point for pinning / #
/etc/iproute2/ematch_map,82,82 B,distribution reference data,# lookup table for ematch kinds / 1	cmp / 2	nbyte
/etc/iproute2/group,33,33 B,distribution reference data,# device group names / 0	default
/etc/iproute2/nl_protos,285,285 B,distribution reference data,# Netlink protocol names mapping /  / 0   rtnl
/etc/iproute2/rt_dsfield,357,357 B,distribution reference data,# Differentiated field values / # These include the DSCP and unused bits / 0x0	default
/etc/iproute2/rt_protos,357,357 B,distribution reference data,# / # Reserved protocols. / #
/etc/iproute2/rt_protos.d/README,146,146 B,distribution reference data,Each file in this directory is an rt_protos configuration file. iproute2 / commands scan this directory processing all files that end in '.conf'.
/etc/iproute2/rt_realms,125,125 B,distribution reference data,# / # reserved values / #
/etc/iproute2/rt_scopes,103,103 B,distribution reference data,# / # reserved values / #
/etc/iproute2/rt_tables,98,98 B,distribution reference data,# / # reserved values / #
/etc/iproute2/rt_tables.d/README,146,146 B,distribution reference data,Each file in this directory is an rt_tables configuration file. iproute2 / commands scan this directory processing all files that end in '.conf'.
/etc/ld.so.cache,34629,33.8 KB,binary content,
/etc/libnl-3/classid,1175,1.1 KB,distribution reference data,############################################################################### / # / # ClassID <-> Name Translation Table
/etc/libnl-3/pktloc,1608,1.6 KB,distribution reference data,# / # Location definitions for packet matching / #
/etc/locale.alias,3077,3.0 KB,distribution reference data,"# Locale name alias data base. / # Copyright (C) 1996-2018 Free Software Foundation, Inc. / #"
/etc/locale.gen,9898,9.7 KB,distribution reference data,"# This file lists locales that you wish to have built. You can find a list / # of valid supported locales at /usr/share/i18n/SUPPORTED, and you can add / # user defined locales to /usr/local/share/i18n/SUPPORTED. If you change"
/etc/logcheck/ignore.d.server/gpg-agent,1316,1.3 KB,distribution reference data,^\w{3} [ :[:digit:]]{11} [._[:alnum:]-]+ systemd\[[[:digit:]]+\]: Listening on GnuPG cryptographic agent and passphrase cache\.$ / ^\w{3} [ :[:digit:]]{11} [._[:alnum:]-]+ systemd\[[[:digit:]]+\]: Listening on GnuPG network certificate management daemon\.$ / ^\w{3} [ :[:digit:]]{11} [._[:alnum:]-]+ systemd\[[[:digit:]]+\]: Listening on GnuPG cryptographic agent and passphrase cache \(restricted...
/etc/logcheck/ignore.d.server/libsasl2-modules,80,80 B,distribution reference data,\w{3} [ :0-9]{11} [._[:alnum:]-]+ [._[:alnum:]-]+: DIGEST-MD5 common mech free
/etc/logcheck/ignore.d.server/mdadm,3449,3.4 KB,distribution reference data,"^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])? md: md driver [.[:digit:]]+ MAX_MD_DEVS=[[:digit:]]+, MD_SB_DISKS=[[:digit:]]+$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])? md: bitmap version [.[:digit:]]+$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])? md: md[[:digit:]]+ stopped\.$"
/etc/logcheck/ignore.d.server/rsyslog,810,810 B,distribution reference data,"^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel: imklog [0-9.]+, log source = /proc/kmsg started.$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel: Kernel logging \(proc\) stopped.$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ rsyslogd: \[origin software=""rsyslogd"" swVersion=""[0-9.]+"" x-pid=""[0-9]+"" x-info=""http://www.rsyslog.com""\] start$"
/etc/logcheck/violations.d/mdadm,414,414 B,distribution reference data,"^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])? md: kicking non-fresh [[:alnum:]]+ from array!$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])? raid[[:digit:]]+: Disk failure on [[:alnum:]]+, disabling device\.$ / ^\w{3} [ :0-9]{11} [._[:alnum:]-]+ kernel:( \[ *[[:digit:]]+\.[[:digit:]]+\])?[[:space:]]+Operation continuing on [[:di..."
/etc/lvm/lvm.conf,96528,94.3 KB,distribution reference data,# This is an example configuration file for the LVM2 system. / # It contains the default settings that would be used if there was no / # /etc/lvm/lvm.conf file.
/etc/lvm/lvmlocal.conf,2358,2.3 KB,distribution reference data,# This is a local configuration file template for the LVM2 system / # which should be installed as /etc/lvm/lvmlocal.conf . / #
/etc/lvm/profile/cache-mq.profile,551,551 B,distribution reference data,# Demo configuration 'mq' cache policy / # / # Note: This policy has been deprecated in favor of the smq policy
/etc/lvm/profile/cache-smq.profile,353,353 B,distribution reference data,# Demo configuration 'smq' cache policy / # / # The stochastic multi-queue (smq) policy addresses some of the problems
/etc/lvm/profile/command_profile_template.profile,3094,3.0 KB,distribution reference data,# This is a command profile template for the LVM2 system. / # / # It contains all configuration settings that are customizable by command
/etc/lvm/profile/lvmdbusd.profile,2359,2.3 KB,distribution reference data,# / # DO NOT EDIT THIS FILE! / #
/etc/lvm/profile/metadata_profile_template.profile,852,852 B,distribution reference data,# This is a metadata profile template for the LVM2 system. / # / # It contains all configuration settings that are customizable by metadata
/etc/lvm/profile/thin-generic.profile,80,80 B,distribution reference data,"allocation { / 	thin_pool_chunk_size_policy = ""generic"" / 	thin_pool_zero = 1"
/etc/lvm/profile/thin-performance.profile,84,84 B,distribution reference data,"allocation { / 	thin_pool_chunk_size_policy = ""performance"" / 	thin_pool_zero = 0"
/etc/magic,114,114 B,distribution reference data,# Magic local data for file(1) command. / # Insert here your local magic data. Format is described in magic(5).
/etc/magic.mime,114,114 B,distribution reference data,# Magic local data for file(1) command. / # Insert here your local magic data. Format is described in magic(5).
/etc/mailcap,3689,3.6 KB,distribution reference data,############################################################################### / # / #  MIME media types and programs that process those types
/etc/mailcap.order,459,459 B,distribution reference data,############################################################################### / # / #  Mailcap.order:  This file allows a system-wide override of MIME program
/etc/manpath.config,5305,5.2 KB,distribution reference data,# manpath.config / # / # This file is used by the man-db package to configure the man and cat paths.
/etc/mime.types,25137,24.5 KB,distribution reference data,############################################################################### / # / #  MIME media types and the extensions that represent them.
/etc/newt/palette.original,0,0 B,zero length,
/etc/newt/palette.ubuntu,169,169 B,distribution reference data,"root=,magenta / checkbox=,magenta / entry=,magenta"
/etc/opt/omi/ssl/omi-host-localhost.pem,1150,1.1 KB,distribution reference data,-----BEGIN CERTIFICATE----- / MIIDFzCCAf8CAQEwDQYJKoZIhvcNAQEFBQAwRTEVMBMGCgmSJomT8ixkARkWBWxv / Y2FsMRIwEAYDVQQDDAlsb2NhbGhvc3QxGDAWBgNVBAMMD2xvY2FsaG9zdC5sb2Nh
/etc/opt/omi/ssl/omikey.pem,1732,1.7 KB,distribution reference data,-----BEGIN PRIVATE KEY----- / MIIEvQIBADANBgkqhkiG9w0BAQEFAASCBKcwggSjAgEAAoIBAQDGgMSPmct1abP3 / vDHw6EmjYYslenPvKsCP5669r59BmndRY7qUb5CnUEyjF7kTCSqeF0HdQt8N1y10
/etc/opt/omi/ssl/ssl.cnf,193,193 B,distribution reference data,[ req ] / distinguished_name     = req_distinguished_name / prompt                 = no
/etc/pollinate/entropy.ubuntu.com.pem,3034,3.0 KB,distribution reference data,-----BEGIN CERTIFICATE----- / MIIDrzCCApegAwIBAgIQCDvgVpBCRrGhdWrJWZHHSjANBgkqhkiG9w0BAQUFADBh / MQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3
/etc/popularity-contest.conf,0,0 B,zero length,
/etc/rmt,276,276 B,distribution reference data,#!/bin/sh / # / # This is not a mistake.  This shell script (/etc/rmt) has been provided
/etc/rpc,927,927 B,distribution reference data,# This file contains user readable names that can be used in place of rpc / # program numbers. /
/etc/samba/gdbcommands,10,10 B,distribution reference data,bt / quit
/etc/services,19774,19.3 KB,distribution reference data,"# Network services, Internet style / # / # Note that it is presently the policy of IANA to assign a single well-known"
/etc/smi.conf,1242,1.2 KB,distribution reference data,# / # smi.conf - Global SMI configuration file. / #
/etc/sos/sos.conf,1315,1.3 KB,distribution reference data,[global] / # Set global options here that are not component specific / # If you would like one global default value to be specifically overridden for
/etc/ssl/certs/ca-certificates.crt,202386,197.6 KB,distribution reference data,-----BEGIN CERTIFICATE----- / MIIH0zCCBbugAwIBAgIIXsO3pkN/pOAwDQYJKoZIhvcNAQEFBQAwQjESMBAGA1UE / AwwJQUNDVlJBSVoxMRAwDgYDVQQLDAdQS0lBQ0NWMQ0wCwYDVQQKDARBQ0NWMQsw
/etc/terminfo/README,215,215 B,distribution reference data,"This directory is for system-local terminfo descriptions. By default, / ncurses will search ${HOME}/.terminfo first, then /etc/terminfo (this / directory), then /lib/terminfo, and last not least /usr/share/terminfo."
/etc/ubuntu-advantage/help_data.yaml,3611,3.5 KB,distribution reference data,cc-eal: /     help: | /       Common Criteria is an Information Technology Security Evaluation standard
/etc/ubuntu-advantage/uaclient.conf,445,445 B,distribution reference data,"# Ubuntu-Advantage client config file. / # If you modify this file, run ""ua refresh config"" to ensure changes are / # picked up by Ubuntu-Advantage client."
/etc/ucf.conf,1299,1.3 KB,distribution reference data,"# / # This file is a bourne shell snippet, and is sourced by the / # ucf script for configuration."
/etc/update-manager/meta-release,242,242 B,distribution reference data,# default location for the meta-release file /  / [METARELEASE]
/etc/update-manager/release-upgrades,823,823 B,distribution reference data,# Default behavior for the release upgrader. /  / [DEFAULT]
/etc/update-manager/release-upgrades.d/ubuntu-advantage-upgrades.cfg,219,219 B,distribution reference data,"[Sources] / Pockets=security,updates,proposed,backports,infra-security,infra-updates,apps-security,apps-updates / [Distro]"
/etc/updatedb.conf,407,407 B,distribution reference data,"PRUNE_BIND_MOUNTS=""yes"" / # PRUNENAMES="".git .bzr .hg .svn"" / PRUNEPATHS=""/tmp /var/spool /media /var/lib/os-prober /var/lib/ceph /home/.ecryptfs /var/lib/schroot"""
/etc/vmware-tools/tools.conf.example,10278,10.0 KB,distribution reference data,"# ""CAUTION: tools.conf is highly syntax sensitive file. Use extreme caution / # while editing it. If modified, it is automatically re-loaded by / # VMware Tools services every 5 seconds."""
/etc/vmware-tools/vgauth/schemas/XMLSchema-hasFacetAndProperty.xsd,5925,5.8 KB,distribution reference data,"<?xml version='1.0'?> / <!DOCTYPE schema PUBLIC ""-//W3C//DTD XMLSCHEMA 200102//EN"" ""XMLSchema.dtd"" [ / <!ENTITY % s ''>"
/etc/vmware-tools/vgauth/schemas/XMLSchema-instance.xsd,1252,1.2 KB,distribution reference data,"<?xml version='1.0'?> / <!DOCTYPE xs:schema SYSTEM ""XMLSchema.dtd"" [ / <!ELEMENT p ANY>"
/etc/vmware-tools/vgauth/schemas/XMLSchema.dtd,16474,16.1 KB,distribution reference data,"<!-- DTD for XML Schemas: Part 1: Structures /      Public Identifier: ""-//W3C//DTD XMLSCHEMA 200102//EN"" /      Official Location: http://www.w3.org/2001/XMLSchema.dtd -->"
/etc/vmware-tools/vgauth/schemas/XMLSchema.xsd,88859,86.8 KB,distribution reference data,"<?xml version=""1.0"" encoding=""UTF-8""?> / <!-- XML Schema schema for XML Schemas: Part 1: Structures --> / <!-- Note this schema is NOT the normative structures schema. -->"
/etc/vmware-tools/vgauth/schemas/catalog.xml,479,479 B,distribution reference data,"<?xml version=""1.0""?> / <!DOCTYPE catalog PUBLIC ""-//OASIS//DTD Entity Resolution XML Catalog V1.0//EN"" ""http://www.oasis-open.org/committees/entity/release/1.0/catalog.dtd""> / <catalog xmlns=""urn:oasis:names:tc:entity:xmlns:xml:catalog"">"
/etc/vmware-tools/vgauth/schemas/datatypes.dtd,6559,6.4 KB,distribution reference data,"<!-- /         DTD for XML Schemas: Part 2: Datatypes /         $Id: datatypes.dtd,v 1.23 2001/03/16 17:36:30 ht Exp $"
/etc/vmware-tools/vgauth/schemas/saml-schema-assertion-2.0.xsd,13160,12.9 KB,distribution reference data,"<?xml version=""1.0"" encoding=""US-ASCII""?> / <schema /     targetNamespace=""urn:oasis:names:tc:SAML:2.0:assertion"""
/etc/vmware-tools/vgauth/schemas/xenc-schema.xsd,5281,5.2 KB,distribution reference data,"<?xml version=""1.0"" encoding=""UTF-8""?> / <!DOCTYPE schema PUBLIC ""-//W3C//DTD XMLSchema 200102//EN"" ""XMLSchema.dtd"" [ /    <!ATTLIST schema"
/etc/vmware-tools/vgauth/schemas/xml.xsd,9055,8.8 KB,distribution reference data,"<?xml version='1.0'?> / <?xml-stylesheet href=""../2008/09/xsd.xsl"" type=""text/xsl""?> / <xs:schema targetNamespace=""http://www.w3.org/XML/1998/namespace"""
/etc/vmware-tools/vgauth/schemas/xmldsig-core-schema.xsd,10452,10.2 KB,distribution reference data,"<?xml version=""1.0"" encoding=""UTF-8""?> / <!DOCTYPE schema PUBLIC ""-//W3C//DTD XMLSchema 200102//EN"" ""XMLSchema.dtd"" [ /    <!ATTLIST schema"
/etc/xdg/user-dirs.conf,425,425 B,distribution reference data,"# This controls the behaviour of xdg-user-dirs-update which is run on user login / # You can also have per-user config in ~/.config/user-dirs.conf, or specify / # the XDG_CONFIG_HOME and/or XDG_CONFIG_DIRS to override this"
/etc/xdg/user-dirs.defaults,434,434 B,distribution reference data,# Default settings for user directories / # / # The values are relative pathnames from the home directory and
/usr/share/doc/gdb/check.log.gz,280885,274.3 KB,compressed or binary,
/var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/log/urp.log.pos,75,75 B,no extractor for this artifact,/var/opt/microsoft/omsagent/log/urp.log	0000000000000000	0000000000000000
/var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/state/omsconfig.log.auditd_dsc_log.pos,78,78 B,no extractor for this artifact,/var/opt/microsoft/omsconfig/omsconfig.log	000000000072dd54	00000000000807d5
/var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/state/omsconfig.log.auditd_plugin.pos,78,78 B,no extractor for this artifact,/var/opt/microsoft/omsconfig/omsconfig.log	000000000072dd54	00000000000807d5
/var/opt/microsoft/omsconfig/omsconfigdetailed.log.1.gz,2172142,2.1 MB,compressed or binary,
/var/opt/microsoft/omsconfig/omsconfigdetailed.log.2.gz,2126846,2.0 MB,compressed or binary,
